First sequence, Second sequence, Identity Score 
PB_G2_4_stripped_,LC114496_Japan_stripped_,0.88152866242
PB_G2_4_stripped_,DMU00122_Florida_stripped_,0.892993630573
PB_G2_4_stripped_,Aa_G1_1_stripped_,0.872611464968
PB_G2_4_stripped_,AF169832_Taiwan_stripped_,0.882802547771
PB_G2_4_stripped_,DQ925465_VietNam_stripped_,0.886624203822
PB_G2_4_stripped_,EF199550_China_stripped_,0.896815286624
PB_G2_4_stripped_,JN692173_China_stripped_,0.907006369427
PB_G2_4_stripped_,HQ207530_India_stripped_,0.873885350318
PB_G2_4_stripped_,AJ298035_Japan_stripped_,0.882802547771
PB_G2_4_stripped_,HQ207531_India_stripped_,0.890445859873
PB_G2_4_stripped_,DQ925464_VietNam_stripped_,0.863694267516
PB_G2_4_stripped_,DQ925466_VietNam_stripped_,0.844585987261
PB_G2_4_stripped_,AY994105_NewZeland_stripped_,0.853503184713
PB_G2_4_stripped_,AY994104_NewZeland_stripped_,0.852229299363
PB_G2_4_stripped_,JN692172_China_stripped_,0.8273657289
PB_G2_4_stripped_,LC114497_Japan_stripped_,0.826086956522
PB_G2_4_stripped_,LC114493_Japan_stripped_,0.826086956522
PB_G2_4_stripped_,LC114498_Japan_stripped_,0.8273657289
PB_G2_4_stripped_,LC114513_Japan_stripped_,0.8273657289
PB_G2_4_stripped_,LC114505_Japan_stripped_,0.8273657289
PB_G2_4_stripped_,LC114506_Japan_stripped_,0.816560509554
PB_G2_4_stripped_,AJ628756_China_stripped_,0.810499359795
PB_G2_4_stripped_,LC114495_Japan_stripped_,0.80127388535
PB_G2_4_stripped_,LC114510_Japan_stripped_,0.805095541401
PB_G2_4_stripped_,HQ207533_India_stripped_,0.785987261146
PB_G2_4_stripped_,HQ207540_India_stripped_,0.845663265306
PB_G2_4_stripped_,HQ207532_India_stripped_,0.821656050955
PB_G2_4_stripped_,HQ207534_India_stripped_,0.811464968153
PB_G2_4_stripped_,HQ207537_India_stripped_,0.802547770701
PB_G2_4_stripped_,HQ207536_India_stripped_,0.810499359795
PB_G2_4_stripped_,HQ207535_India_stripped_,0.802798982188
PB_G2_4_stripped_,HQ207538_India_stripped_,0.783887468031
PB_G2_4_stripped_,HQ207539_India_stripped_,0.773248407643
PB_G2_4_stripped_,HQ207542_India_stripped_,0.75637755102
PB_G2_4_stripped_,HQ207541_India_stripped_,0.724840764331
FH2G_4_stripped_,FC_G1B_1_stripped_,0.988549618321
FH2G_4_stripped_,FC_G1B_2_stripped_,0.989821882952
FH2G_4_stripped_,Aa_14_4_stripped_,0.989821882952
FH2G_4_stripped_,RF_160_1_stripped_,0.98727735369
FH2G_4_stripped_,CW_G5_2_stripped_,0.98727735369
FH2G_4_stripped_,FC_G4B_2_stripped_,0.991094147583
FH2G_4_stripped_,CW_G66_3_stripped_,0.991094147583
FH2G_4_stripped_,CW_G66_4_stripped_,0.988549618321
FH2G_4_stripped_,PB_G1_1_stripped_,0.98727735369
FH2G_4_stripped_,PB_G2_2_stripped_,0.984732824427
FH2G_4_stripped_,FC_G4B_3_stripped_,0.988535031847
FH2G_4_stripped_,FH_G2_2_stripped_,0.950381679389
FH2G_4_stripped_,PB_H3_5_stripped_,0.946564885496
FH2G_4_stripped_,CW_2G_2_stripped_,0.947837150127
FH2G_4_stripped_,CW_H2_5_stripped_,0.944020356234
FH2G_4_stripped_,MM_G2_3_stripped_,0.913486005089
FH2G_4_stripped_,FC_4B_1_stripped_,0.930025445293
FH2G_4_stripped_,CW_G4_4_stripped_,0.928753180662
FH2G_4_stripped_,CW_G5_5_stripped_,0.927480916031
FH2G_4_stripped_,WX_Fl1_stripped_,0.916030534351
FH2G_4_stripped_,CW_G4_1_stripped_,0.886768447837
FH2G_4_stripped_,PJ_G2_2_stripped_,0.888040712468
FH2G_4_stripped_,FC_3B_1_stripped_,0.886768447837
FH2G_4_stripped_,MM_G2_1_stripped_,0.886768447837
FH2G_4_stripped_,FH_G2_5_stripped_,0.881679389313
FH2G_4_stripped_,FH_2G_3_stripped_,0.884223918575
FH2G_4_stripped_,Aa_2_stripped_,0.888040712468
FH2G_4_stripped_,CW_2Fl_stripped_,0.888040712468
FH2G_4_stripped_,Aa_G1_3_stripped_,0.888040712468
FH2G_4_stripped_,PB_G4_3_stripped_,0.89058524173
FH2G_4_stripped_,PB_G4_1_stripped_,0.889312977099
FH2G_4_stripped_,Aa_1_1_1_stripped_,0.880407124682
FH2G_4_stripped_,Aa_1_4_stripped_,0.881679389313
FH2G_4_stripped_,MM_1_5_stripped_,0.885496183206
FH2G_4_stripped_,El_G2_3_stripped_,0.886768447837
FH2G_4_stripped_,El_1_2_stripped_,0.888040712468
FH2G_4_stripped_,El_1_1_stripped_,0.888040712468
FH2G_4_stripped_,El_G2_2_stripped_,0.888040712468
FH2G_4_stripped_,PJ_4G_4_stripped_,0.89058524173
FH2G_4_stripped_,Aa_1_2_stripped_,0.894402035623
FH2G_4_stripped_,AF048981_Florida_stripped_,0.904580152672
FH2G_4_stripped_,CJr_G2_4_stripped_,0.894402035623
FH2G_4_stripped_,CJr_G2_3_stripped_,0.895674300254
FH2G_4_stripped_,PJ_G4_2_stripped_,0.896946564885
FH2G_4_stripped_,PJ_G4_1_stripped_,0.895674300254
FH2G_4_stripped_,Aa_1_1_stripped_,0.895674300254
FH2G_4_stripped_,CW_H4_2_stripped_,0.896946564885
FH2G_4_stripped_,PB_2G_3_stripped_,0.895674300254
FH2G_4_stripped_,CW_H4_3_stripped_,0.896946564885
FH2G_4_stripped_,PB_H4_2_stripped_,0.893129770992
FH2G_4_stripped_,PB2H_1_stripped_,0.895674300254
FH2G_4_stripped_,CW2H_2_stripped_,0.891857506361
FH2G_4_stripped_,CW2H_1_stripped_,0.893129770992
FH2G_4_stripped_,CW_G3_3_stripped_,0.894402035623
FH2G_4_stripped_,FH2H_3_stripped_,0.894402035623
FH2G_4_stripped_,CJr_G1_3_stripped_,0.894402035623
FH2G_4_stripped_,Aa_G2_4_stripped_,0.899491094148
FH2G_4_stripped_,CJr_G1_4_stripped_,0.893129770992
FH2G_4_stripped_,PB_H1_1_stripped_,0.933842239186
FH2G_4_stripped_,AJ298034_China_stripped_,0.885496183206
FH2G_4_stripped_,AJ298036_Japan_stripped_,0.895674300254
FH2G_4_stripped_,AJ298033_China_stripped_,0.899491094148
FH2G_4_stripped_,AF511485_Taiwan_stripped_,0.896946564885
FH2G_4_stripped_,KT372699_Taiwan_stripped_,0.896946564885
FH2G_4_stripped_,KT026108_India_stripped_,0.905852417303
FH2G_4_stripped_,FJ160764_India_stripped_,0.908396946565
FH2G_4_stripped_,HQ207529_India_stripped_,0.907006369427
FH2G_4_stripped_,KJ786965_India_stripped_,0.913486005089
FH2G_4_stripped_,DMU08124_Florida_stripped_,0.898218829517
FH2G_4_stripped_,LC114496_Japan_stripped_,0.884223918575
FH2G_4_stripped_,DMU00122_Florida_stripped_,0.898218829517
FH2G_4_stripped_,Aa_G1_1_stripped_,0.871501272265
FH2G_4_stripped_,AF169832_Taiwan_stripped_,0.89058524173
FH2G_4_stripped_,DQ925465_VietNam_stripped_,0.889312977099
FH2G_4_stripped_,EF199550_China_stripped_,0.90203562341
FH2G_4_stripped_,JN692173_China_stripped_,0.91475826972
FH2G_4_stripped_,HQ207530_India_stripped_,0.880407124682
FH2G_4_stripped_,AJ298035_Japan_stripped_,0.89058524173
FH2G_4_stripped_,HQ207531_India_stripped_,0.893129770992
FH2G_4_stripped_,DQ925464_VietNam_stripped_,0.867684478372
FH2G_4_stripped_,DQ925466_VietNam_stripped_,0.851145038168
FH2G_4_stripped_,AY994105_NewZeland_stripped_,0.860050890585
FH2G_4_stripped_,AY994104_NewZeland_stripped_,0.861323155216
FH2G_4_stripped_,JN692172_China_stripped_,0.833971902937
FH2G_4_stripped_,LC114497_Japan_stripped_,0.832694763729
FH2G_4_stripped_,LC114493_Japan_stripped_,0.832694763729
FH2G_4_stripped_,LC114498_Japan_stripped_,0.833971902937
FH2G_4_stripped_,LC114513_Japan_stripped_,0.833971902937
FH2G_4_stripped_,LC114505_Japan_stripped_,0.836526181354
FH2G_4_stripped_,LC114506_Japan_stripped_,0.818066157761
FH2G_4_stripped_,AJ628756_China_stripped_,0.806615776081
FH2G_4_stripped_,LC114495_Japan_stripped_,0.819923371648
FH2G_4_stripped_,LC114510_Japan_stripped_,0.823754789272
FH2G_4_stripped_,HQ207533_India_stripped_,0.790076335878
FH2G_4_stripped_,HQ207540_India_stripped_,0.848407643312
FH2G_4_stripped_,HQ207532_India_stripped_,0.823155216285
FH2G_4_stripped_,HQ207534_India_stripped_,0.814249363868
FH2G_4_stripped_,HQ207537_India_stripped_,0.80534351145
FH2G_4_stripped_,HQ207536_India_stripped_,0.802798982188
FH2G_4_stripped_,HQ207535_India_stripped_,0.806615776081
FH2G_4_stripped_,HQ207538_India_stripped_,0.786717752235
FH2G_4_stripped_,HQ207539_India_stripped_,0.776081424936
FH2G_4_stripped_,HQ207542_India_stripped_,0.756687898089
FH2G_4_stripped_,HQ207541_India_stripped_,0.726463104326
FC_G1B_1_stripped_,FC_G1B_2_stripped_,0.998727735369
FC_G1B_1_stripped_,Aa_14_4_stripped_,0.986005089059
FC_G1B_1_stripped_,RF_160_1_stripped_,0.986005089059
FC_G1B_1_stripped_,CW_G5_2_stripped_,0.986005089059
FC_G1B_1_stripped_,FC_G4B_2_stripped_,0.989821882952
FC_G1B_1_stripped_,CW_G66_3_stripped_,0.989821882952
FC_G1B_1_stripped_,CW_G66_4_stripped_,0.98727735369
FC_G1B_1_stripped_,PB_G1_1_stripped_,0.986005089059
FC_G1B_1_stripped_,PB_G2_2_stripped_,0.983460559796
FC_G1B_1_stripped_,FC_G4B_3_stripped_,0.987261146497
FC_G1B_1_stripped_,FH_G2_2_stripped_,0.949109414758
FC_G1B_1_stripped_,PB_H3_5_stripped_,0.945292620865
FC_G1B_1_stripped_,CW_2G_2_stripped_,0.946564885496
FC_G1B_1_stripped_,CW_H2_5_stripped_,0.942748091603
FC_G1B_1_stripped_,MM_G2_3_stripped_,0.912213740458
FC_G1B_1_stripped_,FC_4B_1_stripped_,0.933842239186
FC_G1B_1_stripped_,CW_G4_4_stripped_,0.927480916031
FC_G1B_1_stripped_,CW_G5_5_stripped_,0.926208651399
FC_G1B_1_stripped_,WX_Fl1_stripped_,0.917302798982
FC_G1B_1_stripped_,CW_G4_1_stripped_,0.888040712468
FC_G1B_1_stripped_,PJ_G2_2_stripped_,0.889312977099
FC_G1B_1_stripped_,FC_3B_1_stripped_,0.888040712468
FC_G1B_1_stripped_,MM_G2_1_stripped_,0.888040712468
FC_G1B_1_stripped_,FH_G2_5_stripped_,0.882951653944
FC_G1B_1_stripped_,FH_2G_3_stripped_,0.885496183206
FC_G1B_1_stripped_,Aa_2_stripped_,0.889312977099
FC_G1B_1_stripped_,CW_2Fl_stripped_,0.889312977099
FC_G1B_1_stripped_,Aa_G1_3_stripped_,0.889312977099
FC_G1B_1_stripped_,PB_G4_3_stripped_,0.891857506361
FC_G1B_1_stripped_,PB_G4_1_stripped_,0.89058524173
FC_G1B_1_stripped_,Aa_1_1_1_stripped_,0.881679389313
FC_G1B_1_stripped_,Aa_1_4_stripped_,0.882951653944
FC_G1B_1_stripped_,MM_1_5_stripped_,0.886768447837
FC_G1B_1_stripped_,El_G2_3_stripped_,0.888040712468
FC_G1B_1_stripped_,El_1_2_stripped_,0.889312977099
FC_G1B_1_stripped_,El_1_1_stripped_,0.889312977099
FC_G1B_1_stripped_,El_G2_2_stripped_,0.889312977099
FC_G1B_1_stripped_,PJ_4G_4_stripped_,0.891857506361
FC_G1B_1_stripped_,Aa_1_2_stripped_,0.895674300254
FC_G1B_1_stripped_,AF048981_Florida_stripped_,0.903307888041
FC_G1B_1_stripped_,CJr_G2_4_stripped_,0.89058524173
FC_G1B_1_stripped_,CJr_G2_3_stripped_,0.891857506361
FC_G1B_1_stripped_,PJ_G4_2_stripped_,0.893129770992
FC_G1B_1_stripped_,PJ_G4_1_stripped_,0.891857506361
FC_G1B_1_stripped_,Aa_1_1_stripped_,0.891857506361
FC_G1B_1_stripped_,CW_H4_2_stripped_,0.893129770992
FC_G1B_1_stripped_,PB_2G_3_stripped_,0.891857506361
FC_G1B_1_stripped_,CW_H4_3_stripped_,0.893129770992
FC_G1B_1_stripped_,PB_H4_2_stripped_,0.889312977099
FC_G1B_1_stripped_,PB2H_1_stripped_,0.891857506361
FC_G1B_1_stripped_,CW2H_2_stripped_,0.888040712468
FC_G1B_1_stripped_,CW2H_1_stripped_,0.889312977099
FC_G1B_1_stripped_,CW_G3_3_stripped_,0.89058524173
FC_G1B_1_stripped_,FH2H_3_stripped_,0.89058524173
FC_G1B_1_stripped_,CJr_G1_3_stripped_,0.893129770992
FC_G1B_1_stripped_,Aa_G2_4_stripped_,0.898218829517
FC_G1B_1_stripped_,CJr_G1_4_stripped_,0.891857506361
FC_G1B_1_stripped_,PB_H1_1_stripped_,0.930025445293
FC_G1B_1_stripped_,AJ298034_China_stripped_,0.884223918575
FC_G1B_1_stripped_,AJ298036_Japan_stripped_,0.891857506361
FC_G1B_1_stripped_,AJ298033_China_stripped_,0.898218829517
FC_G1B_1_stripped_,AF511485_Taiwan_stripped_,0.893129770992
FC_G1B_1_stripped_,KT372699_Taiwan_stripped_,0.893129770992
FC_G1B_1_stripped_,KT026108_India_stripped_,0.904580152672
FC_G1B_1_stripped_,FJ160764_India_stripped_,0.909669211196
FC_G1B_1_stripped_,HQ207529_India_stripped_,0.908280254777
FC_G1B_1_stripped_,KJ786965_India_stripped_,0.909669211196
FC_G1B_1_stripped_,DMU08124_Florida_stripped_,0.894402035623
FC_G1B_1_stripped_,LC114496_Japan_stripped_,0.881679389313
FC_G1B_1_stripped_,DMU00122_Florida_stripped_,0.894402035623
FC_G1B_1_stripped_,Aa_G1_1_stripped_,0.870229007634
FC_G1B_1_stripped_,AF169832_Taiwan_stripped_,0.886768447837
FC_G1B_1_stripped_,DQ925465_VietNam_stripped_,0.89058524173
FC_G1B_1_stripped_,EF199550_China_stripped_,0.900763358779
FC_G1B_1_stripped_,JN692173_China_stripped_,0.913486005089
FC_G1B_1_stripped_,HQ207530_India_stripped_,0.879134860051
FC_G1B_1_stripped_,AJ298035_Japan_stripped_,0.891857506361
FC_G1B_1_stripped_,HQ207531_India_stripped_,0.891857506361
FC_G1B_1_stripped_,DQ925464_VietNam_stripped_,0.868956743003
FC_G1B_1_stripped_,DQ925466_VietNam_stripped_,0.85368956743
FC_G1B_1_stripped_,AY994105_NewZeland_stripped_,0.861323155216
FC_G1B_1_stripped_,AY994104_NewZeland_stripped_,0.860050890585
FC_G1B_1_stripped_,JN692172_China_stripped_,0.830140485313
FC_G1B_1_stripped_,LC114497_Japan_stripped_,0.830140485313
FC_G1B_1_stripped_,LC114493_Japan_stripped_,0.830140485313
FC_G1B_1_stripped_,LC114498_Japan_stripped_,0.831417624521
FC_G1B_1_stripped_,LC114513_Japan_stripped_,0.831417624521
FC_G1B_1_stripped_,LC114505_Japan_stripped_,0.833971902937
FC_G1B_1_stripped_,LC114506_Japan_stripped_,0.820610687023
FC_G1B_1_stripped_,AJ628756_China_stripped_,0.804071246819
FC_G1B_1_stripped_,LC114495_Japan_stripped_,0.812260536398
FC_G1B_1_stripped_,LC114510_Japan_stripped_,0.816091954023
FC_G1B_1_stripped_,HQ207533_India_stripped_,0.783715012723
FC_G1B_1_stripped_,HQ207540_India_stripped_,0.847133757962
FC_G1B_1_stripped_,HQ207532_India_stripped_,0.826972010178
FC_G1B_1_stripped_,HQ207534_India_stripped_,0.815521628499
FC_G1B_1_stripped_,HQ207537_India_stripped_,0.806615776081
FC_G1B_1_stripped_,HQ207536_India_stripped_,0.804071246819
FC_G1B_1_stripped_,HQ207535_India_stripped_,0.80534351145
FC_G1B_1_stripped_,HQ207538_India_stripped_,0.787994891443
FC_G1B_1_stripped_,HQ207539_India_stripped_,0.777353689567
FC_G1B_1_stripped_,HQ207542_India_stripped_,0.75923566879
FC_G1B_1_stripped_,HQ207541_India_stripped_,0.725190839695
FC_G1B_2_stripped_,Aa_14_4_stripped_,0.98727735369
FC_G1B_2_stripped_,RF_160_1_stripped_,0.98727735369
FC_G1B_2_stripped_,CW_G5_2_stripped_,0.98727735369
FC_G1B_2_stripped_,FC_G4B_2_stripped_,0.991094147583
FC_G1B_2_stripped_,CW_G66_3_stripped_,0.991094147583
FC_G1B_2_stripped_,CW_G66_4_stripped_,0.988549618321
FC_G1B_2_stripped_,PB_G1_1_stripped_,0.98727735369
FC_G1B_2_stripped_,PB_G2_2_stripped_,0.984732824427
FC_G1B_2_stripped_,FC_G4B_3_stripped_,0.988535031847
FC_G1B_2_stripped_,FH_G2_2_stripped_,0.950381679389
FC_G1B_2_stripped_,PB_H3_5_stripped_,0.946564885496
FC_G1B_2_stripped_,CW_2G_2_stripped_,0.947837150127
FC_G1B_2_stripped_,CW_H2_5_stripped_,0.944020356234
FC_G1B_2_stripped_,MM_G2_3_stripped_,0.913486005089
FC_G1B_2_stripped_,FC_4B_1_stripped_,0.935114503817
FC_G1B_2_stripped_,CW_G4_4_stripped_,0.928753180662
FC_G1B_2_stripped_,CW_G5_5_stripped_,0.927480916031
FC_G1B_2_stripped_,WX_Fl1_stripped_,0.918575063613
FC_G1B_2_stripped_,CW_G4_1_stripped_,0.889312977099
FC_G1B_2_stripped_,PJ_G2_2_stripped_,0.89058524173
FC_G1B_2_stripped_,FC_3B_1_stripped_,0.889312977099
FC_G1B_2_stripped_,MM_G2_1_stripped_,0.889312977099
FC_G1B_2_stripped_,FH_G2_5_stripped_,0.884223918575
FC_G1B_2_stripped_,FH_2G_3_stripped_,0.886768447837
FC_G1B_2_stripped_,Aa_2_stripped_,0.89058524173
FC_G1B_2_stripped_,CW_2Fl_stripped_,0.89058524173
FC_G1B_2_stripped_,Aa_G1_3_stripped_,0.89058524173
FC_G1B_2_stripped_,PB_G4_3_stripped_,0.893129770992
FC_G1B_2_stripped_,PB_G4_1_stripped_,0.891857506361
FC_G1B_2_stripped_,Aa_1_1_1_stripped_,0.882951653944
FC_G1B_2_stripped_,Aa_1_4_stripped_,0.884223918575
FC_G1B_2_stripped_,MM_1_5_stripped_,0.888040712468
FC_G1B_2_stripped_,El_G2_3_stripped_,0.889312977099
FC_G1B_2_stripped_,El_1_2_stripped_,0.89058524173
FC_G1B_2_stripped_,El_1_1_stripped_,0.89058524173
FC_G1B_2_stripped_,El_G2_2_stripped_,0.89058524173
FC_G1B_2_stripped_,PJ_4G_4_stripped_,0.893129770992
FC_G1B_2_stripped_,Aa_1_2_stripped_,0.896946564885
FC_G1B_2_stripped_,AF048981_Florida_stripped_,0.904580152672
FC_G1B_2_stripped_,CJr_G2_4_stripped_,0.891857506361
FC_G1B_2_stripped_,CJr_G2_3_stripped_,0.893129770992
FC_G1B_2_stripped_,PJ_G4_2_stripped_,0.894402035623
FC_G1B_2_stripped_,PJ_G4_1_stripped_,0.893129770992
FC_G1B_2_stripped_,Aa_1_1_stripped_,0.893129770992
FC_G1B_2_stripped_,CW_H4_2_stripped_,0.894402035623
FC_G1B_2_stripped_,PB_2G_3_stripped_,0.893129770992
FC_G1B_2_stripped_,CW_H4_3_stripped_,0.894402035623
FC_G1B_2_stripped_,PB_H4_2_stripped_,0.89058524173
FC_G1B_2_stripped_,PB2H_1_stripped_,0.893129770992
FC_G1B_2_stripped_,CW2H_2_stripped_,0.889312977099
FC_G1B_2_stripped_,CW2H_1_stripped_,0.89058524173
FC_G1B_2_stripped_,CW_G3_3_stripped_,0.891857506361
FC_G1B_2_stripped_,FH2H_3_stripped_,0.891857506361
FC_G1B_2_stripped_,CJr_G1_3_stripped_,0.894402035623
FC_G1B_2_stripped_,Aa_G2_4_stripped_,0.899491094148
FC_G1B_2_stripped_,CJr_G1_4_stripped_,0.893129770992
FC_G1B_2_stripped_,PB_H1_1_stripped_,0.931297709924
FC_G1B_2_stripped_,AJ298034_China_stripped_,0.885496183206
FC_G1B_2_stripped_,AJ298036_Japan_stripped_,0.893129770992
FC_G1B_2_stripped_,AJ298033_China_stripped_,0.899491094148
FC_G1B_2_stripped_,AF511485_Taiwan_stripped_,0.894402035623
FC_G1B_2_stripped_,KT372699_Taiwan_stripped_,0.894402035623
FC_G1B_2_stripped_,KT026108_India_stripped_,0.905852417303
FC_G1B_2_stripped_,FJ160764_India_stripped_,0.910941475827
FC_G1B_2_stripped_,HQ207529_India_stripped_,0.909554140127
FC_G1B_2_stripped_,KJ786965_India_stripped_,0.910941475827
FC_G1B_2_stripped_,DMU08124_Florida_stripped_,0.895674300254
FC_G1B_2_stripped_,LC114496_Japan_stripped_,0.882951653944
FC_G1B_2_stripped_,DMU00122_Florida_stripped_,0.895674300254
FC_G1B_2_stripped_,Aa_G1_1_stripped_,0.871501272265
FC_G1B_2_stripped_,AF169832_Taiwan_stripped_,0.888040712468
FC_G1B_2_stripped_,DQ925465_VietNam_stripped_,0.891857506361
FC_G1B_2_stripped_,EF199550_China_stripped_,0.90203562341
FC_G1B_2_stripped_,JN692173_China_stripped_,0.91475826972
FC_G1B_2_stripped_,HQ207530_India_stripped_,0.880407124682
FC_G1B_2_stripped_,AJ298035_Japan_stripped_,0.893129770992
FC_G1B_2_stripped_,HQ207531_India_stripped_,0.893129770992
FC_G1B_2_stripped_,DQ925464_VietNam_stripped_,0.870229007634
FC_G1B_2_stripped_,DQ925466_VietNam_stripped_,0.854961832061
FC_G1B_2_stripped_,AY994105_NewZeland_stripped_,0.862595419847
FC_G1B_2_stripped_,AY994104_NewZeland_stripped_,0.861323155216
FC_G1B_2_stripped_,JN692172_China_stripped_,0.831417624521
FC_G1B_2_stripped_,LC114497_Japan_stripped_,0.831417624521
FC_G1B_2_stripped_,LC114493_Japan_stripped_,0.831417624521
FC_G1B_2_stripped_,LC114498_Japan_stripped_,0.832694763729
FC_G1B_2_stripped_,LC114513_Japan_stripped_,0.832694763729
FC_G1B_2_stripped_,LC114505_Japan_stripped_,0.835249042146
FC_G1B_2_stripped_,LC114506_Japan_stripped_,0.821882951654
FC_G1B_2_stripped_,AJ628756_China_stripped_,0.80534351145
FC_G1B_2_stripped_,LC114495_Japan_stripped_,0.813537675607
FC_G1B_2_stripped_,LC114510_Japan_stripped_,0.817369093231
FC_G1B_2_stripped_,HQ207533_India_stripped_,0.784987277354
FC_G1B_2_stripped_,HQ207540_India_stripped_,0.848407643312
FC_G1B_2_stripped_,HQ207532_India_stripped_,0.828244274809
FC_G1B_2_stripped_,HQ207534_India_stripped_,0.81679389313
FC_G1B_2_stripped_,HQ207537_India_stripped_,0.807888040712
FC_G1B_2_stripped_,HQ207536_India_stripped_,0.80534351145
FC_G1B_2_stripped_,HQ207535_India_stripped_,0.806615776081
FC_G1B_2_stripped_,HQ207538_India_stripped_,0.789272030651
FC_G1B_2_stripped_,HQ207539_India_stripped_,0.778625954198
FC_G1B_2_stripped_,HQ207542_India_stripped_,0.76050955414
FC_G1B_2_stripped_,HQ207541_India_stripped_,0.726463104326
Aa_14_4_stripped_,RF_160_1_stripped_,0.986005089059
