First sequence, Second sequence, Identity Score 
AM910403/Nicaragua,Aa_G1_3/Florida,0.646026831785
AM910403/Nicaragua,PB_G4_3/Florida,0.650154798762
AM910403/Nicaragua,PB_G4_1/Florida,0.649122807018
AM910403/Nicaragua,FC_4B_1/Florida,0.65737874097
AM910403/Nicaragua,CW_G_4_4/Florida,0.658410732714
AM910403/Nicaragua,CW_G5_5/Florida,0.656346749226
AM910403/Nicaragua,KJ786965/India,0.836030204962
AM910403/Nicaragua,AF169832/Taiwan,0.831275720165
AM910403/Nicaragua,KT026108/India,0.860841423948
AM910403/Nicaragua,LC114514/Japan,0.871212121212
AM910403/Nicaragua,LC114500/Japan,0.841111111111
AM910403/Nicaragua,LC114507/Japan,0.846846846847
AM910403/Nicaragua,AJ298036/Japan,0.854368932039
AM910403/Nicaragua,DQ925465/VietNam,0.868250539957
AM910403/Nicaragua,LC114502/Japan,0.853467561521
AM910403/Nicaragua,LC114499/Japan,0.846756152125
AM910403/Nicaragua,LC114494/Japan,0.84693877551
AM910403/Nicaragua,LC114509/Japan,0.851132686084
AM910403/Nicaragua,LC114508/Japan,0.852211434736
AM910403/Nicaragua,Aa_2/Florida,0.676406926407
AM910403/Nicaragua,Aa_1/Florida,0.680735930736
AM910403/Nicaragua,CJr_G2_4/Florida,0.677489177489
AM910403/Nicaragua,CJr_G2_3/Florida,0.678571428571
AM910403/Nicaragua,AF048981/Florida,0.857605177994
AM910403/Nicaragua,PJ_G4_2/Florida,0.681818181818
AM910403/Nicaragua,PJ_G4_1/Florida,0.679653679654
AM910403/Nicaragua,AJ298035/Japan,0.897106109325
AM910403/Nicaragua,LC114496/Japan,0.877551020408
AM910403/Nicaragua,JN692173/China,0.937242798354
AM910403/Nicaragua,EF199550/China,0.911794871795
AM910403/Nicaragua,DMU08124/Florida,0.863440860215
AM910403/Nicaragua,LC114512/Japan,0.862998921251
AM910403/Nicaragua,AF511485/Taiwan,0.854077253219
AM910403/Nicaragua,KT372699/Taiwan,0.854682454252
AM910403/Nicaragua,CJr_G1_4/Florida,0.658036677454
AM910403/Nicaragua,CJr_G1_3/Florida,0.66235167206
AM910403/Nicaragua,Aa_G2_4/Florida,0.660194174757
AM910403/Nicaragua,PB_H4_2/Florida,0.676025917927
AM910403/Nicaragua,CW_2H_1/Florida,0.66882416397
AM910403/Nicaragua,CW_2H_2/Florida,0.66882416397
AM910403/Nicaragua,CW_G3_3/Florida,0.670981661273
AM910403/Nicaragua,FH_2H_3/Florida,0.670981661273
AM910403/Nicaragua,CW_H4_2/Florida,0.669902912621
AM910403/Nicaragua,PB_2G_3/Florida,0.676025917927
AM910403/Nicaragua,CW_H4_3/Florida,0.673866090713
AM910403/Nicaragua,PB_2H_1/Florida,0.676025917927
AM910403/Nicaragua,AJ298034/China,0.844086021505
AM910403/Nicaragua,DMU00122/Florida,0.888205128205
AM910403/Nicaragua,PB_H1_1/Florida,0.687991021324
AM910403/Nicaragua,AJ298033/China,0.851453175457
AM910403/Nicaragua,LC114515/Japan,0.843581445523
AM910403/Nicaragua,LC114501/Japan,0.845738942826
AM910403/Nicaragua,LC114511/Japan,0.858683926645
AM910403/Nicaragua,HQ207529/India,0.842502696872
AM910403/Nicaragua,FJ160764/India,0.842502696872
AM910403/Nicaragua,Aa_G1_1/Florida,0.645833333333
AM910403/Nicaragua,MM_G2_3/Florida,0.669923995657
AM910403/Nicaragua,PB_G2_4/Florida,0.679306608884
AM910403/Nicaragua,FH_G2_2/Florida,0.676056338028
AM910403/Nicaragua,PB_G2_2/Florida,0.683640303359
AM910403/Nicaragua,PB_G1_1/Florida,0.686890574215
AM910403/Nicaragua,FC_G4B_3/Florida,0.685807150596
AM910403/Nicaragua,FH_2G_4/Florida,0.6829004329
AM910403/Nicaragua,RF_160_1/Florida,0.686147186147
AM910403/Nicaragua,Aa_14_4/Florida,0.691224268689
AM910403/Nicaragua,FC_G1B_1/Florida,0.687973997833
AM910403/Nicaragua,FC_G1B_2/Florida,0.69014084507
AM910403/Nicaragua,CW_G5_2/Florida,0.683982683983
AM910403/Nicaragua,CW_G66_3/Florida,0.686147186147
AM910403/Nicaragua,FC_G4B_2/Florida,0.686147186147
AM910403/Nicaragua,CW_G66_4/Florida,0.685245901639
AM910403/Nicaragua,PB_H3_5/Florida,0.677139761647
AM910403/Nicaragua,CW_2G_2/Florida,0.672077922078
AM910403/Nicaragua,CW_H2_5/Florida,0.672077922078
AM910407/Nicaragua,AM910406/Nicaragua,0.993846153846
AM910407/Nicaragua,AM910405//Nicaragua,0.994871794872
AM910407/Nicaragua,AM910401//Nicaragua,0.909743589744
AM910407/Nicaragua,AM910400/Nicaragua,0.897435897436
AM910407/Nicaragua,AM910398/Nicaragua,0.897435897436
AM910407/Nicaragua,AM910399/Nicaragua,0.912820512821
AM910407/Nicaragua,HQ207542/India,0.714131607335
AM910407/Nicaragua,HQ207538//India,0.7238403452
AM910407/Nicaragua,HQ207533/India,0.760517799353
AM910407/Nicaragua,HQ207535//India,0.763754045307
AM910407/Nicaragua,HQ207532/India,0.761596548004
AM910407/Nicaragua,HQ207539/India,0.724919093851
AM910407/Nicaragua,HQ207534/India,0.760517799353
AM910407/Nicaragua,HQ207536/India,0.749460043197
AM910407/Nicaragua,HQ207537//India,0.747572815534
AM910407/Nicaragua,HQ207540/India,0.798056155508
AM910407/Nicaragua,DQ925464/VietNam,0.827692307692
AM910407/Nicaragua,LC114495/Japan,0.776357827476
AM910407/Nicaragua,LC114510/Japan,0.784877529286
AM910407/Nicaragua,AJ628756/China,0.813238770686
AM910407/Nicaragua,LC114506/Japan,0.789137380192
AM910407/Nicaragua,LC114505/Japan,0.808045977011
AM910407/Nicaragua,LC114497/Japan,0.797657082002
AM910407/Nicaragua,LC114493//Japan,0.789137380192
AM910407/Nicaragua,JN692172/China,0.643162393162
AM910407/Nicaragua,LC114498/Japan,0.796592119276
AM910407/Nicaragua,LC114513/Japan,0.801916932907
AM910407/Nicaragua,AY994105/NewZealand,0.810256410256
AM910407/Nicaragua,AY994104/NewZealand,0.814358974359
AM910407/Nicaragua,DQ925466/VietNam,0.856465005931
AM910407/Nicaragua,HQ207541/India,0.695792880259
AM910407/Nicaragua,HQ207530/India,0.836030204962
AM910407/Nicaragua,HQ207531/India,0.850649350649
AM910407/Nicaragua,CW_G4_1/Florida,0.648090815273
AM910407/Nicaragua,WX_Fl1/Florida,0.65737874097
AM910407/Nicaragua,PJ_G2_2/Florida,0.647058823529
AM910407/Nicaragua,FC_3B_1/Florida,0.643962848297
AM910407/Nicaragua,MM_G2-1/Florida,0.643962848297
AM910407/Nicaragua,MM_1_5/Florida,0.646026831785
AM910407/Nicaragua,El_G2_3/Florida,0.646026831785
AM910407/Nicaragua,El_1_2/Florida,0.647058823529
AM910407/Nicaragua,El_1_1/Florida,0.647058823529
AM910407/Nicaragua,El_G2_2/Florida,0.647058823529
AM910407/Nicaragua,FH_G2_5/Florida,0.646026831785
AM910407/Nicaragua,FH_2G_3/Florida,0.644994840041
AM910407/Nicaragua,PJ_4G_4/Florida,0.655026455026
AM910407/Nicaragua,Aa_1_4/Florida,0.644994840041
AM910407/Nicaragua,Aa_1_1/Florida,0.644994840041
AM910407/Nicaragua,Aa_2_1/Florida,0.646026831785
AM910407/Nicaragua,CW_2/Florida,0.646026831785
AM910407/Nicaragua,Aa_G1_3/Florida,0.646026831785
AM910407/Nicaragua,PB_G4_3/Florida,0.650154798762
AM910407/Nicaragua,PB_G4_1/Florida,0.649122807018
AM910407/Nicaragua,FC_4B_1/Florida,0.659442724458
AM910407/Nicaragua,CW_G_4_4/Florida,0.660474716202
AM910407/Nicaragua,CW_G5_5/Florida,0.658410732714
AM910407/Nicaragua,KJ786965/India,0.839266450917
AM910407/Nicaragua,AF169832/Taiwan,0.833333333333
AM910407/Nicaragua,KT026108/India,0.865156418554
AM910407/Nicaragua,LC114514/Japan,0.87012987013
AM910407/Nicaragua,LC114500/Japan,0.843333333333
AM910407/Nicaragua,LC114507/Japan,0.846846846847
AM910407/Nicaragua,AJ298036/Japan,0.854368932039
AM910407/Nicaragua,DQ925465/VietNam,0.86717062635
AM910407/Nicaragua,LC114502/Japan,0.854586129754
AM910407/Nicaragua,LC114499/Japan,0.847874720358
AM910407/Nicaragua,LC114494/Japan,0.84693877551
AM910407/Nicaragua,LC114509/Japan,0.851132686084
AM910407/Nicaragua,LC114508/Japan,0.852211434736
AM910407/Nicaragua,Aa_2/Florida,0.677489177489
AM910407/Nicaragua,Aa_1/Florida,0.681818181818
AM910407/Nicaragua,CJr_G2_4/Florida,0.678571428571
AM910407/Nicaragua,CJr_G2_3/Florida,0.679653679654
AM910407/Nicaragua,AF048981/Florida,0.858683926645
AM910407/Nicaragua,PJ_G4_2/Florida,0.6829004329
AM910407/Nicaragua,PJ_G4_1/Florida,0.680735930736
AM910407/Nicaragua,AJ298035/Japan,0.898177920686
AM910407/Nicaragua,LC114496/Japan,0.871882086168
AM910407/Nicaragua,JN692173/China,0.937242798354
AM910407/Nicaragua,EF199550/China,0.913846153846
AM910407/Nicaragua,DMU08124/Florida,0.860215053763
AM910407/Nicaragua,LC114512/Japan,0.8619201726
AM910407/Nicaragua,AF511485/Taiwan,0.856223175966
AM910407/Nicaragua,KT372699/Taiwan,0.856835306781
AM910407/Nicaragua,CJr_G1_4/Florida,0.656957928803
AM910407/Nicaragua,CJr_G1_3/Florida,0.658036677454
AM910407/Nicaragua,Aa_G2_4/Florida,0.659115426106
AM910407/Nicaragua,PB_H4_2/Florida,0.679265658747
AM910407/Nicaragua,CW_2H_1/Florida,0.672060409924
AM910407/Nicaragua,CW_2H_2/Florida,0.674217907228
AM910407/Nicaragua,CW_G3_3/Florida,0.674217907228
AM910407/Nicaragua,FH_2H_3/Florida,0.674217907228
AM910407/Nicaragua,CW_H4_2/Florida,0.669902912621
AM910407/Nicaragua,PB_2G_3/Florida,0.679265658747
AM910407/Nicaragua,CW_H4_3/Florida,0.676025917927
AM910407/Nicaragua,PB_2H_1/Florida,0.679265658747
AM910407/Nicaragua,AJ298034/China,0.844086021505
AM910407/Nicaragua,DMU00122/Florida,0.890256410256
AM910407/Nicaragua,PB_H1_1/Florida,0.68911335578
AM910407/Nicaragua,AJ298033/China,0.852529601722
AM910407/Nicaragua,LC114515/Japan,0.839266450917
AM910407/Nicaragua,LC114501/Japan,0.84142394822
AM910407/Nicaragua,LC114511/Japan,0.85544768069
AM910407/Nicaragua,HQ207529/India,0.843581445523
AM910407/Nicaragua,FJ160764/India,0.840345199569
AM910407/Nicaragua,Aa_G1_1/Florida,0.651315789474
AM910407/Nicaragua,MM_G2_3/Florida,0.672095548317
AM910407/Nicaragua,PB_G2_4/Florida,0.681473456121
AM910407/Nicaragua,FH_G2_2/Florida,0.676056338028
AM910407/Nicaragua,PB_G2_2/Florida,0.685807150596
AM910407/Nicaragua,PB_G1_1/Florida,0.689057421452
AM910407/Nicaragua,FC_G4B_3/Florida,0.685807150596
AM910407/Nicaragua,FH_2G_4/Florida,0.685064935065
AM910407/Nicaragua,RF_160_1/Florida,0.688311688312
AM910407/Nicaragua,Aa_14_4/Florida,0.693391115926
AM910407/Nicaragua,FC_G1B_1/Florida,0.69014084507
AM910407/Nicaragua,FC_G1B_2/Florida,0.692307692308
AM910407/Nicaragua,CW_G5_2/Florida,0.683982683983
AM910407/Nicaragua,CW_G66_3/Florida,0.686147186147
AM910407/Nicaragua,FC_G4B_2/Florida,0.686147186147
AM910407/Nicaragua,CW_G66_4/Florida,0.685245901639
AM910407/Nicaragua,PB_H3_5/Florida,0.677139761647
AM910407/Nicaragua,CW_2G_2/Florida,0.672077922078
AM910407/Nicaragua,CW_H2_5/Florida,0.672077922078
AM910406/Nicaragua,AM910405//Nicaragua,0.994871794872
AM910406/Nicaragua,AM910401//Nicaragua,0.909743589744
AM910406/Nicaragua,AM910400/Nicaragua,0.897435897436
AM910406/Nicaragua,AM910398/Nicaragua,0.897435897436
AM910406/Nicaragua,AM910399/Nicaragua,0.912820512821
AM910406/Nicaragua,HQ207542/India,0.715210355987
AM910406/Nicaragua,HQ207538//India,0.727076591154
AM910406/Nicaragua,HQ207533/India,0.760517799353
AM910406/Nicaragua,HQ207535//India,0.764832793959
AM910406/Nicaragua,HQ207532/India,0.762675296656
AM910406/Nicaragua,HQ207539/India,0.725997842503
AM910406/Nicaragua,HQ207534/India,0.762675296656
AM910406/Nicaragua,HQ207536/India,0.75161987041
AM910406/Nicaragua,HQ207537//India,0.746494066882
AM910406/Nicaragua,HQ207540/India,0.798056155508
AM910406/Nicaragua,DQ925464/VietNam,0.831794871795
AM910406/Nicaragua,LC114495/Japan,0.776357827476
AM910406/Nicaragua,LC114510/Japan,0.780617678381
AM910406/Nicaragua,AJ628756/China,0.812056737589
AM910406/Nicaragua,LC114506/Japan,0.788072417465
AM910406/Nicaragua,LC114505/Japan,0.809195402299
AM910406/Nicaragua,LC114497/Japan,0.797657082002
AM910406/Nicaragua,LC114493//Japan,0.791267305644
AM910406/Nicaragua,JN692172/China,0.642094017094
AM910406/Nicaragua,LC114498/Japan,0.796592119276
AM910406/Nicaragua,LC114513/Japan,0.801916932907
AM910406/Nicaragua,AY994105/NewZealand,0.809230769231
AM910406/Nicaragua,AY994104/NewZealand,0.814358974359
AM910406/Nicaragua,DQ925466/VietNam,0.85290628707
AM910406/Nicaragua,HQ207541/India,0.692556634304
AM910406/Nicaragua,HQ207530/India,0.838187702265
AM910406/Nicaragua,HQ207531/India,0.850649350649
AM910406/Nicaragua,CW_G4_1/Florida,0.649122807018
AM910406/Nicaragua,WX_Fl1/Florida,0.656346749226
AM910406/Nicaragua,PJ_G2_2/Florida,0.648090815273
AM910406/Nicaragua,FC_3B_1/Florida,0.644994840041
AM910406/Nicaragua,MM_G2-1/Florida,0.644994840041
AM910406/Nicaragua,MM_1_5/Florida,0.647058823529
AM910406/Nicaragua,El_G2_3/Florida,0.647058823529
AM910406/Nicaragua,El_1_2/Florida,0.648090815273
AM910406/Nicaragua,El_1_1/Florida,0.648090815273
AM910406/Nicaragua,El_G2_2/Florida,0.648090815273
AM910406/Nicaragua,FH_G2_5/Florida,0.647058823529
AM910406/Nicaragua,FH_2G_3/Florida,0.646026831785
AM910406/Nicaragua,PJ_4G_4/Florida,0.656084656085
AM910406/Nicaragua,Aa_1_4/Florida,0.646026831785
AM910406/Nicaragua,Aa_1_1/Florida,0.646026831785
AM910406/Nicaragua,Aa_2_1/Florida,0.647058823529
AM910406/Nicaragua,CW_2/Florida,0.647058823529
AM910406/Nicaragua,Aa_G1_3/Florida,0.647058823529
AM910406/Nicaragua,PB_G4_3/Florida,0.651186790506
AM910406/Nicaragua,PB_G4_1/Florida,0.650154798762
AM910406/Nicaragua,FC_4B_1/Florida,0.659442724458
AM910406/Nicaragua,CW_G_4_4/Florida,0.660474716202
AM910406/Nicaragua,CW_G5_5/Florida,0.658410732714
AM910406/Nicaragua,KJ786965/India,0.84142394822
AM910406/Nicaragua,AF169832/Taiwan,0.831275720165
AM910406/Nicaragua,KT026108/India,0.865156418554
AM910406/Nicaragua,LC114514/Japan,0.869047619048
AM910406/Nicaragua,LC114500/Japan,0.841111111111
AM910406/Nicaragua,LC114507/Japan,0.845720720721
AM910406/Nicaragua,AJ298036/Japan,0.853290183387
AM910406/Nicaragua,DQ925465/VietNam,0.866090712743
AM910406/Nicaragua,LC114502/Japan,0.853467561521
AM910406/Nicaragua,LC114499/Japan,0.846756152125
AM910406/Nicaragua,LC114494/Japan,0.844671201814
AM910406/Nicaragua,LC114509/Japan,0.855291576674
AM910406/Nicaragua,LC114508/Japan,0.856371490281
AM910406/Nicaragua,Aa_2/Florida,0.677489177489
AM910406/Nicaragua,Aa_1/Florida,0.681818181818
AM910406/Nicaragua,CJr_G2_4/Florida,0.678571428571
AM910406/Nicaragua,CJr_G2_3/Florida,0.679653679654
AM910406/Nicaragua,AF048981/Florida,0.858683926645
AM910406/Nicaragua,PJ_G4_2/Florida,0.6829004329
AM910406/Nicaragua,PJ_G4_1/Florida,0.680735930736
AM910406/Nicaragua,AJ298035/Japan,0.897106109325
AM910406/Nicaragua,LC114496/Japan,0.87641723356
AM910406/Nicaragua,JN692173/China,0.937242798354
AM910406/Nicaragua,EF199550/China,0.911794871795
AM910406/Nicaragua,DMU08124/Florida,0.861290322581
AM910406/Nicaragua,LC114512/Japan,0.860841423948
AM910406/Nicaragua,AF511485/Taiwan,0.855150214592
AM910406/Nicaragua,KT372699/Taiwan,0.855758880517
AM910406/Nicaragua,CJr_G1_4/Florida,0.655879180151
AM910406/Nicaragua,CJr_G1_3/Florida,0.656957928803
AM910406/Nicaragua,Aa_G2_4/Florida,0.658036677454
AM910406/Nicaragua,PB_H4_2/Florida,0.679265658747
AM910406/Nicaragua,CW_2H_1/Florida,0.676025917927
AM910406/Nicaragua,CW_2H_2/Florida,0.67494600432
AM910406/Nicaragua,CW_G3_3/Florida,0.677105831533
AM910406/Nicaragua,FH_2H_3/Florida,0.677105831533
AM910406/Nicaragua,CW_H4_2/Florida,0.676025917927
AM910406/Nicaragua,PB_2G_3/Florida,0.67818574514
AM910406/Nicaragua,CW_H4_3/Florida,0.676025917927
AM910406/Nicaragua,PB_2H_1/Florida,0.67818574514
AM910406/Nicaragua,AJ298034/China,0.84623655914
AM910406/Nicaragua,DMU00122/Florida,0.888205128205
